kind,date,amount,mode_price,area,year,weekno
ごぼう,20191026,13285,918.0,茨城_青森,2019,43
ごぼう,20191028,27797,810.0,茨城_青森,2019,44
ごぼう,20191029,21223,783.0,茨城_青森,2019,44
ごぼう,20191031,16935,864.0,茨城_青森,2019,44
ごぼう,20191101,19075,729.0,茨城_青森,2019,44
ごぼう,20191102,24108,783.0,茨城_青森,2019,44
ごぼう,20191105,23444,594.0,茨城_青森,2019,45
ごぼう,20191106,14974,729.0,茨城_青森,2019,45
ごぼう,20191107,18788,756.0,茨城_青森,2019,45
ごぼう,20191108,22829,675.0,茨城_青森,2019,45
ごぼう,20191109,23774,756.0,茨城_青森,2019,45
ごぼう,20191111,41093,702.0,茨城_青森,2019,46
ごぼう,20191112,18607,756.0,茨城_青森,2019,46
ごぼう,20191114,37103,810.0,茨城_青森,2019,46
ごぼう,20191115,16368,729.0,茨城_青森,2019,46
ごぼう,20191116,25305,648.0,茨城_青森,2019,46
ごぼう,20191118,21407,918.0,茨城_青森,2019,47
ごぼう,20191119,16239,648.0,茨城_青森,2019,47
ごぼう,20191121,25124,864.0,茨城_青森,2019,47
ごぼう,20191122,31778,621.0,茨城_青森,2019,47
ごぼう,20191125,30327,594.0,茨城_青森,2019,48
ごぼう,20191126,13390,567.0,茨城_青森,2019,48
ごぼう,20191128,29417,810.0,茨城_青森,2019,48
ごぼう,20191129,35751,810.0,茨城_青森,2019,48
ごぼう,20191130,21594,864.0,茨城_青森,2019,48
ごぼう,20191202,18232,796.5,茨城_青森,2019,49
ごぼう,20191203,18912,702.0,茨城_青森,2019,49
ごぼう,20191205,32535,702.0,茨城_青森,2019,49
ごぼう,20191206,47918,648.0,茨城_青森,2019,49
ごぼう,20191207,18899,594.0,茨城_青森,2019,49
ごぼう,20191209,48114,756.0,茨城_青森,2019,50
ごぼう,20191210,35547,702.0,茨城_青森,2019,50
ごぼう,20191212,42395,702.0,茨城_青森,2019,50
ごぼう,20191213,50317,675.0,茨城_青森,2019,50
ごぼう,20191214,36972,891.0,茨城_青森,2019,50
ごぼう,20191216,47144,783.0,茨城_青森,2019,51
ごぼう,20191217,32080,594.0,茨城_青森,2019,51
ごぼう,20191219,39458,972.0,茨城_青森,2019,51
ごぼう,20191220,50530,1026.0,茨城_青森,2019,51
ごぼう,20191221,38789,1080.0,茨城_青森,2019,51
ごぼう,20191223,31450,1161.0,茨城_青森,2019,52
ごぼう,20191224,35438,1296.0,茨城_青森,2019,52
ごぼう,20191225,17222,1296.0,茨城_青森,2019,52
ごぼう,20191226,35922,1296.0,茨城_青森,2019,52
ごぼう,20191227,42896,1026.0,茨城_青森,2019,52
ごぼう,20191228,27972,918.0,茨城_青森,2019,52
ごぼう,20191229,17893,837.0,茨城_青森,2019,52
ごぼう,20200105,14550,864.0,青森,2020,1
ごぼう,20200106,15062,972.0,青森,2020,2
ごぼう,20200109,25269,702.0,青森,2020,2
ごぼう,20200110,14664,1080.0,青森,2020,2
ごぼう,20200111,8373,864.0,青森,2020,2
ごぼう,20200114,27604,864.0,青森,2020,3
ごぼう,20200115,8053,648.0,青森,2020,3
ごぼう,20200116,22900,648.0,青森,2020,3
ごぼう,20200117,24824,594.0,青森,2020,3
ごぼう,20200118,12531,594.0,青森,2020,3
ごぼう,20200120,13062,864.0,青森,2020,4
ごぼう,20200121,19475,864.0,青森,2020,4
ごぼう,20200123,22622,864.0,青森,2020,4
ごぼう,20200124,27086,864.0,青森,2020,4
ごぼう,20200125,7782,864.0,青森,2020,4
ごぼう,20200127,19046,864.0,青森,2020,5
ごぼう,20200128,10942,864.0,青森,2020,5
ごぼう,20200130,28699,864.0,青森,2020,5
ごぼう,20200131,26085,864.0,青森,2020,5
ごぼう,20200201,10716,648.0,青森,2020,5
ごぼう,20200203,21806,864.0,青森,2020,6
ごぼう,20200204,8368,864.0,青森,2020,6
ごぼう,20200206,27565,864.0,青森,2020,6
ごぼう,20200207,29672,648.0,青森,2020,6
ごぼう,20200208,11674,648.0,青森,2020,6
ごぼう,20200210,26257,648.0,青森,2020,7
ごぼう,20200212,24572,648.0,青森,2020,7
ごぼう,20200213,25786,864.0,青森,2020,7
ごぼう,20200214,18879,324.0,青森,2020,7
ごぼう,20200215,19932,594.0,青森,2020,7
ごぼう,20200217,27764,594.0,青森,2020,8
ごぼう,20200218,11745,756.0,青森,2020,8
ごぼう,20200220,22624,756.0,青森,2020,8
ごぼう,20200221,21253,648.0,青森,2020,8
ごぼう,20200222,17509,540.0,青森,2020,8
ごぼう,20200225,20537,540.0,青森,2020,9
ごぼう,20200226,9885,540.0,青森,2020,9
ごぼう,20200227,19411,540.0,青森,2020,9
ごぼう,20200228,25072,540.0,青森,2020,9
ごぼう,20200229,10516,540.0,青森,2020,9
ごぼう,20200302,12089,540.0,青森,2020,10
ごぼう,20200303,15996,540.0,青森,2020,10
ごぼう,20200305,15898,540.0,青森,2020,10
ごぼう,20200306,15366,432.0,青森,2020,10
ごぼう,20200307,12009,540.0,青森,2020,10
ごぼう,20200309,14790,540.0,青森,2020,11
ごぼう,20200310,9659,540.0,青森,2020,11
ごぼう,20200312,17183,540.0,青森,2020,11
ごぼう,20200313,13846,540.0,青森,2020,11
ごぼう,20200314,14354,540.0,青森,2020,11
ごぼう,20200316,10941,540.0,青森,2020,12
ごぼう,20200317,5233,540.0,青森,2020,12
ごぼう,20200318,20127,432.0,青森,2020,12
ごぼう,20200319,22167,432.0,青森,2020,12
ごぼう,20200321,21644,540.0,青森,2020,12
ごぼう,20200323,26254,594.0,青森,2020,13
ごぼう,20200324,12986,594.0,青森,2020,13
ごぼう,20200326,10365,540.0,青森,2020,13
ごぼう,20200327,9782,540.0,青森,2020,13
ごぼう,20200328,8081,594.0,青森,2020,13
ごぼう,20200330,19837,594.0,青森,2020,14
ごぼう,20200331,5839,540.0,青森,2020,14
ごぼう,20200402,13957,540.0,青森,2020,14
ごぼう,20200403,21591,432.0,青森,2020,14
ごぼう,20200404,13843,432.0,青森,2020,14
ごぼう,20200406,17654,540.0,青森,2020,15
ごぼう,20200407,7271,648.0,青森,2020,15
ごぼう,20200409,15726,648.0,青森,2020,15
ごぼう,20200410,27981,540.0,青森,2020,15
ごぼう,20200411,15367,648.0,青森,2020,15
ごぼう,20200413,22340,540.0,青森,2020,16
ごぼう,20200414,10542,756.0,青森,2020,16
ごぼう,20200416,24749,756.0,青森,2020,16
ごぼう,20200417,13565,756.0,青森,2020,16
ごぼう,20200418,36300,648.0,青森,2020,16
ごぼう,20200420,33044,864.0,青森,2020,17
ごぼう,20200421,10745,1080.0,青森,2020,17
ごぼう,20200423,26374,972.0,青森,2020,17
ごぼう,20200424,14598,756.0,青森,2020,17
ごぼう,20200425,27603,1080.0,青森,2020,17
ごぼう,20200427,27276,1620.0,青森,2020,18
ごぼう,20200428,15351,1620.0,青森,2020,18
ごぼう,20200430,25110,1620.0,青森,2020,18
ごぼう,20201001,12832,1134.0,茨城_青森,2020,40
ごぼう,20201002,18750,864.0,茨城_青森,2020,40
ごぼう,20201003,13712,1134.0,茨城_青森,2020,40
ごぼう,20201005,18565,1026.0,茨城_青森,2020,41
ごぼう,20201006,6059,1134.0,茨城_青森,2020,41
ごぼう,20201008,15324,1134.0,茨城_青森,2020,41
ごぼう,20201009,7217,1107.0,茨城_青森,2020,41
ごぼう,20201010,16105,1026.0,茨城_青森,2020,41
ごぼう,20201012,19507,1188.0,茨城_青森,2020,42
ごぼう,20201013,3432,1242.0,茨城_青森,2020,42
ごぼう,20201015,17794,918.0,茨城_青森,2020,42
ごぼう,20201016,6198,1188.0,茨城_青森,2020,42
ごぼう,20201017,6428,1026.0,茨城_青森,2020,42
ごぼう,20201019,25739,1080.0,茨城_青森,2020,43
ごぼう,20201020,11648,1161.0,茨城_青森,2020,43
ごぼう,20201022,18369,1080.0,茨城_青森,2020,43
ごぼう,20201023,11987,1026.0,茨城_青森,2020,43
ごぼう,20201024,5977,1080.0,茨城_青森,2020,43
ごぼう,20201026,20116,1080.0,茨城_青森,2020,44
ごぼう,20201027,9779,1026.0,茨城_青森,2020,44
ごぼう,20201029,24710,1080.0,茨城_青森,2020,44
ごぼう,20201030,11411,1188.0,茨城_青森,2020,44
ごぼう,20201031,10428,1080.0,茨城_青森,2020,44
ごぼう,20201102,20189,1134.0,茨城_青森,2020,45
ごぼう,20201104,11144,1107.0,茨城_青森,2020,45
ごぼう,20201105,11631,972.0,茨城_青森,2020,45
ごぼう,20201106,14536,1188.0,茨城_青森,2020,45
ごぼう,20201107,10590,918.0,茨城_青森,2020,45
ごぼう,20201109,19518,1080.0,茨城_青森,2020,46
ごぼう,20201110,8170,972.0,茨城_青森,2020,46
ごぼう,20201112,21946,1296.0,茨城_青森,2020,46
ごぼう,20201113,6972,1026.0,茨城_青森,2020,46
ごぼう,20201114,31516,1026.0,茨城_青森,2020,46
ごぼう,20201116,14606,1080.0,茨城_青森,2020,47
ごぼう,20201117,27629,1107.0,茨城_青森,2020,47
ごぼう,20201119,18899,1134.0,茨城_青森,2020,47
ごぼう,20201120,20043,1296.0,各地_茨城_青森,2020,47
ごぼう,20201121,25535,972.0,茨城_青森,2020,47
ごぼう,20201124,31257,1242.0,茨城_青森,2020,48
ごぼう,20201125,14346,918.0,茨城_青森,2020,48
ごぼう,20201126,19358,1026.0,茨城_青森,2020,48
ごぼう,20201127,13010,1404.0,茨城_青森,2020,48
ごぼう,20201128,20956,918.0,茨城_青森,2020,48
ごぼう,20201130,14736,1080.0,茨城_青森,2020,49
ごぼう,20201201,15402,972.0,茨城_青森,2020,49
ごぼう,20201203,12443,1134.0,茨城_青森,2020,49
ごぼう,20201204,12280,1026.0,茨城_青森,2020,49
ごぼう,20201205,23399,1134.0,茨城_青森,2020,49
ごぼう,20201207,16057,1215.0,茨城_青森,2020,50
ごぼう,20201208,10876,1296.0,茨城_青森,2020,50
ごぼう,20201210,17098,1620.0,茨城_青森,2020,50
ごぼう,20201211,8827,1188.0,茨城_青森,2020,50
ごぼう,20201212,19558,1134.0,茨城_青森,2020,50
ごぼう,20201214,22125,1404.0,茨城_青森,2020,51
ごぼう,20201215,9659,1215.0,茨城_青森,2020,51
ごぼう,20201217,34080,1080.0,茨城_青森,2020,51
ごぼう,20201218,19048,1350.0,茨城_青森,2020,51
ごぼう,20201219,29439,1620.0,茨城_青森,2020,51
ごぼう,20201221,28692,1404.0,茨城_青森,2020,52
ごぼう,20201222,17864,1404.0,茨城_青森,2020,52
ごぼう,20201224,27901,1458.0,茨城_青森,2020,52
ごぼう,20201225,20982,1296.0,茨城_青森,2020,52
ごぼう,20201226,27295,1350.0,茨城_青森,2020,52
ごぼう,20201228,43445,1620.0,茨城_青森,2020,53
ごぼう,20201229,11852,1134.0,茨城_青森,2020,53
ごぼう,20210105,6201,1366.0,各地_青森,2021,1
ごぼう,20210107,12821,1501.0,各地_青森,2021,1
ごぼう,20210108,6595,1431.0,各地_青森,2021,1
ごぼう,20210109,8935,1566.0,各地_青森,2021,1
ごぼう,20210112,12625,1836.0,各地_青森,2021,2
ごぼう,20210113,6949,1782.0,各地_青森,2021,2
ごぼう,20210114,7139,1458.0,各地_青森,2021,2
ごぼう,20210115,4381,1512.0,各地_青森,2021,2
ごぼう,20210116,7204,1512.0,各地_青森,2021,2
ごぼう,20210118,8799,1404.0,各地_青森,2021,3
ごぼう,20210119,7653,1566.0,各地_青森,2021,3
ごぼう,20210121,9527,1512.0,各地_青森,2021,3
ごぼう,20210122,6562,1512.0,各地_青森,2021,3
ごぼう,20210123,14470,1458.0,各地_青森,2021,3
ごぼう,20210125,12288,1566.0,各地_青森,2021,4
ごぼう,20210126,7886,1539.0,各地_青森,2021,4
ごぼう,20210128,18147,1674.0,各地_青森,2021,4
ごぼう,20210129,9411,1674.0,各地_青森,2021,4
ごぼう,20210130,8865,1674.0,各地_青森,2021,4
ごぼう,20210201,11145,2376.0,青森,2021,5
ごぼう,20210202,8196,2214.0,青森,2021,5
ごぼう,20210204,9132,2376.0,青森,2021,5
ごぼう,20210205,10161,2484.0,青森,2021,5
ごぼう,20210206,13011,2700.0,青森,2021,5
ごぼう,20210208,10299,2808.0,青森,2021,6
ごぼう,20210209,8009,2592.0,青森,2021,6
ごぼう,20210210,7300,2808.0,青森,2021,6
ごぼう,20210212,10579,2592.0,青森,2021,6
ごぼう,20210213,9638,2592.0,青森,2021,6
ごぼう,20210215,8517,2808.0,青森,2021,7
ごぼう,20210216,7886,2592.0,青森,2021,7
ごぼう,20210218,7939,2700.0,青森,2021,7
ごぼう,20210219,4353,2592.0,青森,2021,7
ごぼう,20210220,9418,2376.0,青森,2021,7
ごぼう,20210222,8718,2916.0,青森,2021,8
ごぼう,20210224,5472,2916.0,青森,2021,8
ごぼう,20210225,7865,2808.0,青森,2021,8
ごぼう,20210226,9692,2376.0,青森,2021,8
ごぼう,20210227,6899,2808.0,青森,2021,8
ごぼう,20210301,11847,2376.0,青森,2021,9
ごぼう,20210302,5306,2592.0,青森,2021,9
ごぼう,20210304,6980,2268.0,青森,2021,9
ごぼう,20210305,6279,2808.0,青森,2021,9
ごぼう,20210306,7221,2808.0,青森,2021,9
ごぼう,20210308,7922,2700.0,青森,2021,10
ごぼう,20210309,4681,2376.0,青森,2021,10
ごぼう,20210311,9222,2160.0,青森,2021,10
ごぼう,20210312,6437,2808.0,青森,2021,10
ごぼう,20210313,6650,2700.0,青森,2021,10
ごぼう,20210315,7546,2700.0,青森,2021,11
ごぼう,20210316,4231,2700.0,青森,2021,11
ごぼう,20210317,3049,2160.0,青森,2021,11
ごぼう,20210318,6482,2916.0,青森,2021,11
ごぼう,20210319,7505,2700.0,青森,2021,11
ごぼう,20210322,6615,2268.0,青森,2021,12
ごぼう,20210323,7015,2808.0,青森,2021,12
ごぼう,20210325,8316,1944.0,青森,2021,12
ごぼう,20210326,3136,2160.0,青森,2021,12
ごぼう,20210327,4767,2160.0,青森,2021,12
ごぼう,20210329,6897,2916.0,青森,2021,13
ごぼう,20210330,4820,2052.0,青森,2021,13
ごぼう,20210401,13351,2808.0,青森,2021,13
ごぼう,20210402,6361,2808.0,青森,2021,13
ごぼう,20210403,6016,2160.0,青森,2021,13
ごぼう,20210405,7195,3024.0,青森,2021,14
ごぼう,20210406,7572,2160.0,青森,2021,14
ごぼう,20210408,11516,2916.0,青森,2021,14
ごぼう,20210409,6455,2700.0,青森,2021,14
ごぼう,20210410,6846,2916.0,青森,2021,14
ごぼう,20210412,8029,2376.0,青森,2021,15
ごぼう,20210413,7121,2592.0,青森,2021,15
ごぼう,20210415,9060,2376.0,青森,2021,15
ごぼう,20210416,7866,2700.0,青森,2021,15
ごぼう,20210417,6217,2592.0,青森,2021,15
ごぼう,20210419,6815,2484.0,青森,2021,16
ごぼう,20210420,7271,2484.0,青森,2021,16
ごぼう,20210422,6294,2592.0,青森,2021,16
ごぼう,20210423,6137,1188.0,青森,2021,16
ごぼう,20210424,8132,2700.0,青森,2021,16
ごぼう,20210426,8025,2700.0,青森,2021,17
ごぼう,20210427,7252,2916.0,青森,2021,17
ごぼう,20210428,5806,2376.0,青森,2021,17
ごぼう,20210430,9136,2808.0,青森,2021,17
ごぼう,20211001,6036,1080.0,茨城_青森,2021,39
ごぼう,20211002,8583,1242.0,茨城_青森,2021,39
ごぼう,20211004,11829,1188.0,茨城_青森,2021,40
ごぼう,20211005,7533,1080.0,茨城_青森,2021,40
ごぼう,20211007,22309,1242.0,茨城_青森,2021,40
ごぼう,20211008,10336,1026.0,茨城_青森,2021,40
ごぼう,20211009,10234,918.0,茨城_青森,2021,40
ごぼう,20211011,12827,918.0,茨城_青森,2021,41
ごぼう,20211012,11749,837.0,茨城_青森,2021,41
ごぼう,20211014,18728,1107.0,茨城_青森,2021,41
ごぼう,20211015,6328,1080.0,茨城_青森,2021,41
ごぼう,20211016,16530,864.0,茨城_青森,2021,41
ごぼう,20211018,13243,1053.0,茨城_青森,2021,42
ごぼう,20211019,19663,1134.0,茨城_青森,2021,42
ごぼう,20211021,15478,837.0,茨城_青森,2021,42
ごぼう,20211022,5799,945.0,茨城_青森,2021,42
ごぼう,20211023,6709,918.0,茨城_青森,2021,42
ごぼう,20211025,18783,945.0,茨城_青森,2021,43
ごぼう,20211026,4159,1080.0,茨城_青森,2021,43
ごぼう,20211028,20393,864.0,茨城_青森,2021,43
ごぼう,20211029,13101,1458.0,茨城_青森,2021,43
ごぼう,20211030,24647,756.0,茨城_青森,2021,43
ごぼう,20211101,20894,756.0,茨城_青森,2021,44
ごぼう,20211102,15350,756.0,茨城_青森,2021,44
ごぼう,20211104,19970,648.0,茨城_青森,2021,44
ごぼう,20211105,10799,756.0,茨城_青森,2021,44
ごぼう,20211106,28265,756.0,茨城_青森,2021,44
ごぼう,20211108,11221,1242.0,茨城_青森,2021,45
ごぼう,20211109,8051,864.0,茨城_青森,2021,45
ごぼう,20211111,14739,756.0,茨城_青森,2021,45
ごぼう,20211112,10862,491.5,茨城_青森,2021,45
ごぼう,20211113,12989,648.0,茨城_青森,2021,45
ごぼう,20211115,17396,918.0,茨城_青森,2021,46
ごぼう,20211116,17512,756.0,茨城_青森,2021,46
ごぼう,20211118,17816,810.0,茨城_青森,2021,46
ごぼう,20211119,11155,648.0,茨城_青森,2021,46
ごぼう,20211120,15355,702.0,茨城_青森,2021,46
ごぼう,20211122,16303,1026.0,茨城_青森,2021,47
ごぼう,20211124,28062,648.0,茨城_青森,2021,47
ごぼう,20211125,7678,918.0,茨城_青森,2021,47
ごぼう,20211126,10069,648.0,茨城_青森,2021,47
ごぼう,20211127,10169,810.0,茨城_青森,2021,47
ごぼう,20211129,18552,756.0,茨城_青森,2021,48
ごぼう,20211130,14521,1134.0,茨城_青森,2021,48
ごぼう,20211202,13496,864.0,茨城_青森,2021,48
ごぼう,20211203,17356,1026.0,茨城_青森,2021,48
ごぼう,20211204,4258,918.0,茨城_青森,2021,48
ごぼう,20211206,8551,810.0,茨城_青森,2021,49
ごぼう,20211207,20677,810.0,茨城_青森,2021,49
ごぼう,20211209,20097,918.0,茨城_青森,2021,49
ごぼう,20211210,9029,864.0,茨城_青森,2021,49
ごぼう,20211211,17207,756.0,茨城_青森,2021,49
ごぼう,20211213,13692,1080.0,茨城_青森,2021,50
ごぼう,20211214,21420,918.0,茨城_青森,2021,50
ごぼう,20211216,19544,810.0,茨城_青森,2021,50
ごぼう,20211217,16204,918.0,茨城_青森,2021,50
ごぼう,20211218,19124,972.0,茨城_青森,2021,50
ごぼう,20211220,20199,972.0,茨城_青森,2021,51
ごぼう,20211221,19665,1026.0,茨城_青森,2021,51
ごぼう,20211223,27619,1026.0,茨城_青森,2021,51
ごぼう,20211224,13545,972.0,茨城_青森,2021,51
ごぼう,20211225,18452,864.0,茨城_青森,2021,51
ごぼう,20211227,28247,810.0,茨城_青森,2021,52
ごぼう,20211228,14023,1188.0,茨城_青森,2021,52
ごぼう,20211229,16061,1053.0,茨城_青森,2021,52
ごぼう,20220105,7174,1242.0,各地_青森,2022,1
ごぼう,20220106,4184,864.0,各地_青森,2022,1
ごぼう,20220107,10419,810.0,各地_青森,2022,1
ごぼう,20220108,15686,864.0,各地_青森,2022,1
ごぼう,20220111,9486,972.0,各地_青森,2022,2
ごぼう,20220112,9534,1188.0,各地_青森,2022,2
ごぼう,20220113,8733,972.0,各地_青森,2022,2
ごぼう,20220114,12567,1080.0,各地_青森,2022,2
ごぼう,20220115,8787,1026.0,各地_青森,2022,2
ごぼう,20220117,8565,972.0,各地_青森,2022,3
ごぼう,20220118,6144,972.0,各地_青森,2022,3
ごぼう,20220120,20228,1026.0,各地_青森,2022,3
ごぼう,20220121,17563,918.0,各地_青森,2022,3
ごぼう,20220122,9553,1134.0,各地_青森,2022,3
ごぼう,20220124,9033,1026.0,各地_青森,2022,4
ごぼう,20220125,12194,972.0,各地_青森,2022,4
ごぼう,20220127,16850,918.0,各地_青森,2022,4
ごぼう,20220128,11664,486.0,各地_青森,2022,4
ごぼう,20220129,5021,810.0,各地_青森,2022,4
ごぼう,20220131,7478,1188.0,各地_青森,2022,5
ごぼう,20220201,9863,972.0,茨城_青森,2022,5
ごぼう,20220203,13022,1080.0,茨城_青森,2022,5
ごぼう,20220204,12217,675.0,茨城_青森,2022,5
ごぼう,20220205,10799,729.0,茨城_青森,2022,5
ごぼう,20220207,7898,864.0,茨城_青森,2022,6
ごぼう,20220208,8884,810.0,茨城_青森,2022,6
ごぼう,20220210,12670,594.0,茨城_青森,2022,6
ごぼう,20220211,9944,432.0,茨城_青森,2022,6
ごぼう,20220212,7151,540.0,茨城_青森,2022,6
ごぼう,20220214,14595,918.0,茨城_青森,2022,7
ごぼう,20220215,5470,864.0,茨城_青森,2022,7
ごぼう,20220217,16270,702.0,茨城_青森,2022,7
ごぼう,20220218,10842,702.0,茨城_青森,2022,7
ごぼう,20220219,13760,810.0,茨城_青森,2022,7
ごぼう,20220221,8831,810.0,茨城_青森,2022,8
ごぼう,20220222,8278,702.0,茨城_青森,2022,8
ごぼう,20220224,8947,810.0,茨城_青森,2022,8
ごぼう,20220225,8053,972.0,茨城_青森,2022,8
ごぼう,20220226,13908,486.0,茨城_青森,2022,8
ごぼう,20220228,10062,945.0,茨城_青森,2022,9
ごぼう,20220301,5167,972.0,茨城_青森,2022,9
ごぼう,20220303,21635,1053.0,茨城_青森,2022,9
ごぼう,20220304,9972,864.0,茨城_青森,2022,9
ごぼう,20220305,14678,675.0,茨城_青森,2022,9
ごぼう,20220307,10987,864.0,茨城_青森,2022,10
ごぼう,20220308,9185,810.0,茨城_青森,2022,10
ごぼう,20220310,9023,432.0,茨城_青森,2022,10
ごぼう,20220311,7781,864.0,茨城_青森,2022,10
ごぼう,20220312,10505,675.0,茨城_青森,2022,10
ごぼう,20220314,10559,756.0,茨城_青森,2022,11
ごぼう,20220315,9913,945.0,茨城_青森,2022,11
ごぼう,20220317,12881,1026.0,茨城_青森,2022,11
ごぼう,20220318,6973,702.0,茨城_青森,2022,11
ごぼう,20220319,15133,756.0,茨城_青森,2022,11
ごぼう,20220322,10776,648.0,茨城_青森,2022,12
ごぼう,20220323,3093,702.0,茨城_青森,2022,12
ごぼう,20220324,16266,810.0,茨城_青森,2022,12
ごぼう,20220325,3955,864.0,茨城_青森,2022,12
ごぼう,20220326,7696,675.0,茨城_青森,2022,12
ごぼう,20220328,10508,810.0,茨城_青森,2022,13
ごぼう,20220329,4071,756.0,茨城_青森,2022,13
ごぼう,20220331,8181,702.0,茨城_青森,2022,13
ごぼう,20220401,5156,972.0,青森,2022,13
ごぼう,20220402,11382,540.0,青森,2022,13
ごぼう,20220404,12261,648.0,青森,2022,14
ごぼう,20220405,6530,648.0,青森,2022,14
ごぼう,20220407,14823,648.0,青森,2022,14
ごぼう,20220408,5345,756.0,青森,2022,14
ごぼう,20220409,12986,432.0,青森,2022,14
ごぼう,20220411,12329,756.0,青森,2022,15
ごぼう,20220412,4526,810.0,青森,2022,15
ごぼう,20220414,7800,756.0,青森,2022,15
ごぼう,20220415,7107,972.0,青森,2022,15
ごぼう,20220416,12480,540.0,青森,2022,15
ごぼう,20220418,9955,756.0,青森,2022,16
ごぼう,20220419,7381,756.0,青森,2022,16
ごぼう,20220421,16771,756.0,青森,2022,16
ごぼう,20220422,8940,1404.0,青森,2022,16
ごぼう,20220423,14647,432.0,青森,2022,16
ごぼう,20220425,13758,972.0,青森,2022,17
ごぼう,20220426,7109,1080.0,青森,2022,17
ごぼう,20220428,10553,648.0,青森,2022,17
ごぼう,20220429,13411,756.0,青森,2022,17
ごぼう,20220430,11126,756.0,青森,2022,17
ごぼう,20221001,13972,1134.0,各地_青森,2022,39
ごぼう,20221003,14552,1134.0,各地_青森,2022,40
ごぼう,20221004,4137,1188.0,各地_青森,2022,40
ごぼう,20221006,9605,1323.0,各地_青森,2022,40
ごぼう,20221007,23340,1053.0,各地_青森,2022,40
ごぼう,20221008,11570,1134.0,各地_青森,2022,40
ごぼう,20221011,13955,1215.0,各地_青森,2022,41
ごぼう,20221012,4040,1296.0,各地_青森,2022,41
ごぼう,20221013,12915,1134.0,各地_青森,2022,41
ごぼう,20221014,15984,1134.0,各地_青森,2022,41
ごぼう,20221015,13058,1080.0,各地_青森,2022,41
ごぼう,20221017,19219,1188.0,各地_青森,2022,42
ごぼう,20221018,14989,1053.0,各地_青森,2022,42
ごぼう,20221020,13266,1026.0,各地_青森,2022,42
ごぼう,20221021,7246,1296.0,各地_青森,2022,42
ごぼう,20221022,24278,1242.0,各地_青森,2022,42
ごぼう,20221024,28491,1134.0,各地_青森,2022,43
ごぼう,20221025,7791,1053.0,各地_青森,2022,43
ごぼう,20221027,19124,1161.0,各地_青森,2022,43
ごぼう,20221028,15717,972.0,各地_青森,2022,43
ごぼう,20221029,7980,1134.0,各地_青森,2022,43
ごぼう,20221031,9695,864.0,各地_青森,2022,44
ごぼう,20221101,11869,1134.0,茨城_青森,2022,44
ごぼう,20221102,14947,1080.0,茨城_青森,2022,44
ごぼう,20221104,19354,972.0,茨城_青森,2022,44
ごぼう,20221105,22870,1404.0,各地_茨城_青森,2022,44
ごぼう,20221107,15265,1350.0,各地_茨城_青森,2022,45
ごぼう,20221108,21583,1512.0,各地_茨城_青森,2022,45
ごぼう,20221110,11321,1026.0,茨城_青森,2022,45
ごぼう,20221111,15570,1512.0,各地_茨城_青森,2022,45
ごぼう,20221112,34271,972.0,茨城_青森,2022,45
ごぼう,20221114,12010,1134.0,茨城_青森,2022,46
ごぼう,20221115,19183,1242.0,茨城_青森,2022,46
ごぼう,20221117,14322,1080.0,茨城_青森,2022,46
ごぼう,20221118,15775,972.0,茨城_青森,2022,46
ごぼう,20221119,13396,1026.0,茨城_青森,2022,46
ごぼう,20221121,16534,1242.0,茨城_青森,2022,47
ごぼう,20221122,17247,1296.0,茨城_青森,2022,47
ごぼう,20221124,19290,1188.0,茨城_青森,2022,47
ごぼう,20221125,9540,1026.0,茨城_青森,2022,47
ごぼう,20221126,8333,810.0,茨城_青森,2022,47
ごぼう,20221128,8680,810.0,茨城_青森,2022,48
ごぼう,20221129,10659,1080.0,茨城_青森,2022,48
ごぼう,20221201,14931,1134.0,茨城_青森,2022,48
ごぼう,20221202,10019,1026.0,茨城_青森,2022,48
ごぼう,20221203,18707,972.0,茨城_青森,2022,48
ごぼう,20221205,11260,972.0,茨城_青森,2022,49
ごぼう,20221206,9492,864.0,茨城_青森,2022,49
ごぼう,20221208,15801,864.0,茨城_青森,2022,49
ごぼう,20221209,20028,1080.0,茨城_青森,2022,49
ごぼう,20221210,5825,972.0,茨城_青森,2022,49
ごぼう,20221212,14929,918.0,茨城_青森,2022,50
ごぼう,20221213,20066,1107.0,茨城_青森,2022,50
ごぼう,20221215,17404,864.0,茨城_青森,2022,50
ごぼう,20221216,17721,1134.0,茨城_青森,2022,50
ごぼう,20221217,12159,648.0,茨城_青森,2022,50
ごぼう,20221219,23155,756.0,茨城_青森,2022,51
ごぼう,20221220,11171,756.0,茨城_青森,2022,51
ごぼう,20221222,23698,810.0,茨城_青森,2022,51
ごぼう,20221223,31157,1026.0,茨城_青森,2022,51
ごぼう,20221224,14768,864.0,茨城_青森,2022,51
ごぼう,20221226,37088,864.0,茨城_青森,2022,52
ごぼう,20221227,14269,918.0,茨城_青森,2022,52
ごぼう,20221228,6540,1134.0,茨城_青森,2022,52
ごぼう,20221229,12228,918.0,茨城_青森,2022,52
ごぼう,20230105,15599,972.0,各地_青森,2023,1
ごぼう,20230106,2275,810.0,各地_青森,2023,1
ごぼう,20230107,10364,864.0,各地_青森,2023,1
ごぼう,20230110,13191,1188.0,各地_青森,2023,2
ごぼう,20230111,3716,810.0,各地_青森,2023,2
ごぼう,20230112,12511,972.0,各地_青森,2023,2
ごぼう,20230113,6152,810.0,各地_青森,2023,2
